estacao=CEPAGRI (9001125)
municipio=Campinas (3509502)
latitude=-22,8156
longitude=-47,0578
altitude=660,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
20/01/2017;18,39;não;21,71;não;25,02;não;48,77;não;0;0;80,3;não;100,0;não;2,43;;;;;;;;;2,43;100,0
19/01/2017;19,52;não;21,75;não;23,98;não;11,18;não;0;0;87,0;não;100,0;não;2,0;;;;;;;;;2,0;100,0
18/01/2017;18,69;não;21,58;não;24,47;não;75,4;não;0;0;82,1;não;100,0;não;2,23;;;;;;;;;2,23;100,0
17/01/2017;19,98;não;24,88;não;29,78;não;38,35;não;0;0;57,63;não;100,0;não;4,09;;;;;;;;;4,09;100,0
16/01/2017;21,49;não;26,51;não;31,53;não;0,25;não;1;1;47,31;não;97,4;não;4,68;;;;;;;;;4,58;95,67
15/01/2017;19,11;não;25,78;não;32,44;não;45,21;não;0;0;43,48;não;100,0;não;5,03;;;;;;;;;5,03;100,0
14/01/2017;19,06;não;24,42;não;29,78;não;1,27;não;0;4;58,85;não;98,6;não;4,24;;;;;;;;;3,95;88,69
13/01/2017;19,46;não;23,44;não;27,41;não;9,91;não;0;3;69,83;não;97,8;não;3,18;;;;;;;;;3,18;91,37
12/01/2017;20,7;não;25,89;não;31,07;não;1,27;não;0;2;53,8;não;95,6;não;4,6;;;;;;;;;4,13;84,64
11/01/2017;20,06;não;25,44;não;30,81;não;2,29;não;0;1;51,72;não;100,0;não;4,58;;;;;;;;;4,32;87,5
10/01/2017;20,16;não;26,35;não;32,53;não;29,46;não;0;0;50,83;não;100,0;não;4,96;;;;;;;;;4,96;89,53
09/01/2017;21,17;não;27,59;não;34,0;não;0,0;não;2;11;43,93;não;96,3;não;5,27;;;;;;;;;3,52;65,03
08/01/2017;20,98;não;26,88;não;32,77;não;0,0;não;1;10;47,62;não;95,5;não;4,95;;;;;;;;;3,48;68,55
07/01/2017;19,82;não;26,35;não;32,88;não;5,59;não;0;9;44,04;não;98,7;não;5,09;;;;;;;;;5,09;72,03
06/01/2017;20,1;não;25,34;não;30,58;não;3,81;não;0;8;55,7;não;96,6;não;4,48;;;;;;;;;4,29;71,53
05/01/2017;21,3;não;25,28;não;29,26;não;0,0;não;3;7;55,86;não;96,6;não;3,71;;;;;;;;;2,73;72,01
04/01/2017;20,74;não;27,76;não;34,77;não;0,25;não;2;6;35,48;não;90,6;não;5,5;;;;;;;;;4,28;74,74
03/01/2017;21,27;não;26,37;não;31,46;não;0,0;não;1;5;49,81;não;90,5;não;4,73;;;;;;;;;3,81;78,77
02/01/2017;19,61;não;25,8;não;31,98;não;9,14;não;0;4;44,27;não;98,6;não;4,85;;;;;;;;;4,85;82,58
01/01/2017;20,2;não;25,67;não;31,13;não;1,52;não;0;3;54,08;não;94,3;não;4,75;;;;;;;;;4,09;78,29
31/12/2016;20,45;não;26,35;não;32,24;não;0,0;não;2;2;42,1;não;93,8;não;4,84;;;;;;;;;4,01;80,86
30/12/2016;20,16;não;26,66;não;33,16;não;0,25;não;1;1;44,34;não;94,8;não;5,14;;;;;;;;;4,5;84,87
29/12/2016;18,94;não;26,93;não;34,91;não;15,75;não;0;0;42,22;não;98,0;não;5,66;;;;;;;;;5,66;89,12
28/12/2016;20,74;não;27,4;não;34,06;não;0,0;não;2;2;41,55;não;92,1;não;5,33;;;;;;;;;4,32;79,03
27/12/2016;20,74;não;27,38;não;34,01;não;0,0;não;1;1;36,8;não;95,4;não;5,31;;;;;;;;;4,55;83,35
26/12/2016;17,71;não;25,8;não;33,88;não;26,42;não;0;0;40,31;não;99,3;não;5,52;;;;;;;;;5,52;87,9
25/12/2016;20,78;não;27,21;não;33,64;não;0,0;não;4;6;36,78;não;83,8;não;5,21;;;;;;;;;3,58;67,0
24/12/2016;18,9;não;26,53;não;34,16;não;0,0;não;3;5;37,23;não;93,1;não;5,5;;;;;;;;;3,99;70,58
23/12/2016;19,48;não;25,83;não;32,17;não;0,0;não;2;4;36,71;não;89,4;não;4,92;;;;;;;;;3,76;74,57
22/12/2016;18,98;não;25,07;não;31,15;não;0,0;não;1;3;46,76;não;94,8;não;4,65;;;;;;;;;3,73;78,33
21/12/2016;18,32;não;23,81;não;29,3;não;1,27;não;0;2;54,76;não;92,8;não;4,18;;;;;;;;;3,69;82,06
20/12/2016;17,78;não;23,99;não;30,2;não;3,56;não;0;1;47,49;não;96,3;não;4,7;;;;;;;;;4,53;84,48
19/12/2016;16,98;não;24,27;não;31,55;não;17,27;não;0;0;41,69;não;97,2;não;4,98;;;;;;;;;4,98;85,45
18/12/2016;17,8;não;24,6;não;31,4;não;0,0;não;4;10;39,01;não;94,1;não;4,85;;;;;;;;;3,64;73,16
17/12/2016;15,41;não;21,53;não;27,65;não;0,0;não;3;9;52,18;não;92,2;não;3,88;;;;;;;;;3,04;76,8
16/12/2016;15,28;não;19,88;não;24,47;não;0,0;não;2;8;61,18;não;85,1;não;2,64;;;;;;;;;2,13;79,84
15/12/2016;18,17;não;24,51;não;30,85;não;0,0;não;1;7;54,33;não;91,0;não;4,64;;;;;;;;;3,89;81,97
14/12/2016;20,49;não;26,15;não;31,8;não;1,02;não;0;6;55,86;não;96,8;não;4,7;;;;;;;;;4,24;85,86
13/12/2016;21,29;não;25,28;não;29,26;não;7,11;não;0;5;66,27;não;99,9;não;3,72;;;;;;;;;3,72;89,08
12/12/2016;21,04;não;25,59;não;30,14;não;2,54;não;0;4;59,1;não;99,3;não;4,15;;;;;;;;;3,93;85,69
11/12/2016;21,34;não;25,31;não;29,27;não;0,25;não;1;3;61,79;não;97,9;não;3,72;;;;;;;;;3,33;87,08
10/12/2016;20,4;não;25,22;não;30,04;não;2,29;não;0;2;55,35;não;99,9;não;4,2;;;;;;;;;4,03;90,16
09/12/2016;19,57;não;25,56;não;31,54;não;3,56;não;0;1;47,95;não;99,2;não;4,71;;;;;;;;;4,62;91,9
08/12/2016;18,4;não;25,32;não;32,24;não;17,27;não;0;0;42,47;não;99,6;não;5,04;;;;;;;;;5,04;92,96
07/12/2016;17,77;não;24,91;não;32,05;não;0,0;não;3;3;30,09;não;86,5;não;5,05;;;;;;;;;4,19;80,73
06/12/2016;15,54;não;22,72;não;29,89;não;0,0;não;2;2;38,92;não;90,1;não;4,61;;;;;;;;;4,0;84,92
05/12/2016;16,93;não;22,32;não;27,7;não;0,51;não;1;1;60,4;não;96,0;não;3,66;;;;;;;;;3,36;88,92
04/12/2016;18,94;não;24,84;não;30,73;não;27,69;não;0;0;53,6;não;100,0;não;4,75;;;;;;;;;4,75;91,77
03/12/2016;20,0;não;25,89;não;31,77;não;0,0;não;4;4;46,38;não;92,1;não;4,74;;;;;;;;;3,34;68,83
02/12/2016;17,15;não;21,92;não;26,68;não;0,0;não;3;3;53,96;não;90,6;não;3,21;;;;;;;;;2,35;72,17
01/12/2016;16,06;não;20,31;não;24,55;não;0,0;não;2;2;60,4;não;87,9;não;2,56;;;;;;;;;1,93;74,52
30/11/2016;16,95;não;23,71;não;30,46;não;0,0;não;1;1;56,21;não;89,6;não;4,64;;;;;;;;;3,63;76,45
29/11/2016;20,55;não;26,74;não;32,92;não;16,76;não;0;0;46,41;não;97,5;não;5,03;;;;;;;;;5,03;80,08
28/11/2016;20,96;não;26,96;não;32,95;não;0,0;não;4;14;42,32;não;92,0;não;5,0;;;;;;;;;3,51;68,35
27/11/2016;19,34;não;25,31;não;31,27;não;0,0;não;3;13;49,59;não;93,7;não;4,65;;;;;;;;;3,42;71,86
26/11/2016;18,65;não;25,55;não;32,45;não;0,0;não;2;12;39,14;não;92,6;não;5,08;;;;;;;;;3,92;75,28
25/11/2016;18,29;não;25,04;não;31,79;não;0,0;não;1;11;41,33;não;91,3;não;4,92;;;;;;;;;3,99;79,2
24/11/2016;18,48;não;23,2;não;27,92;não;6,35;não;0;10;62,42;não;96,4;não;3,51;;;;;;;;;3,51;83,19
23/11/2016;18,47;não;24,21;não;29,94;não;0,0;não;5;9;50,49;não;92,3;não;4,4;;;;;;;;;3,61;80,35
22/11/2016;18,29;não;24,7;não;31,11;não;0,0;não;4;8;34,12;não;75,4;não;4,71;;;;;;;;;4,05;83,96
21/11/2016;13,5;não;21,34;não;29,18;não;0,0;não;3;7;31,65;não;93,4;não;4,6;;;;;;;;;4,14;88,01
20/11/2016;11,21;não;17,4;não;23,59;não;0,0;não;2;6;41,79;não;89,5;não;2,76;;;;;;;;;2,58;92,15
19/11/2016;11,79;não;18,31;não;24,82;não;0,25;não;1;5;59,86;não;92,9;não;3,14;;;;;;;;;3,03;94,73
18/11/2016;17,95;não;24,62;não;31,28;não;6,86;não;0;4;44,27;não;100,0;não;4,8;;;;;;;;;4,8;97,51
17/11/2016;18,35;não;24,26;não;30,17;não;4,06;não;0;3;46,91;não;97,3;não;4,5;;;;;;;;;4,48;95,45
16/11/2016;16,4;não;22,67;não;28,94;não;0,0;não;1;2;50,57;não;98,6;não;4,22;;;;;;;;;4,13;95,87
15/11/2016;16,64;não;19,76;não;22,87;não;2,03;não;0;1;73,5;não;98,2;não;1,94;;;;;;;;;1,94;100,0
14/11/2016;16,71;não;18,22;não;19,72;não;33,02;não;0;0;89,6;não;99,5;não;1,16;;;;;;;;;1,16;100,0
13/11/2016;17,22;não;21,94;não;26,65;não;1,02;não;0;1;60,32;não;93,9;não;3,13;;;;;;;;;2,6;73,9
12/11/2016;17,37;não;24,54;não;31,7;não;21,34;não;0;0;35,2;não;99,9;não;4,99;;;;;;;;;4,99;75,48
11/11/2016;19,3;não;25,01;não;30,72;não;0,25;não;1;1;50,65;não;92,2;não;4,57;;;;;;;;;2,86;59,13
10/11/2016;17,05;não;24,81;não;32,56;não;22,35;não;0;0;35,56;não;99,6;não;5,26;;;;;;;;;5,26;61,74
09/11/2016;19,62;não;25,67;não;31,71;não;0,0;não;5;15;34,88;não;81,2;não;4,76;;;;;;;;;2,17;44,65
08/11/2016;16,41;não;23,8;não;31,18;não;0,0;não;4;14;31,11;não;91,5;não;4,93;;;;;;;;;2,37;46,82
07/11/2016;16,53;não;23,26;não;29,99;não;0,0;não;3;13;43,42;não;93,0;não;4,64;;;;;;;;;2,34;49,19
06/11/2016;16,79;não;23,1;não;29,4;não;0,0;não;2;12;49,78;não;93,4;não;4,31;;;;;;;;;2,26;51,53
05/11/2016;15,72;não;21,18;não;26,64;não;0,25;não;1;11;61,54;não;92,1;não;3,28;;;;;;;;;1,91;53,79
04/11/2016;16,93;não;21,39;não;25,84;não;3,81;não;0;10;67,84;não;98,2;não;2,83;;;;;;;;;2,83;55,45
03/11/2016;18,09;não;24,12;não;30,14;não;3,05;não;0;9;42,34;não;99,7;não;4,43;;;;;;;;;3,81;54,47
02/11/2016;18,38;não;23,99;não;29,59;não;0,25;não;6;8;47,34;não;89,3;não;4,13;;;;;;;;;2,43;55,23
01/11/2016;19,17;não;25,19;não;31,2;não;0,0;não;5;7;42,72;não;92,2;não;4,64;;;;;;;;;2,73;57,41
31/10/2016;16,01;não;23,36;não;30,71;não;0,0;não;4;6;35,75;não;92,0;não;4,82;;;;;;;;;2,97;60,14
30/10/2016;14,59;não;20,87;não;27,15;não;0,0;não;3;5;36,23;não;85,9;não;3,6;;;;;;;;;2,31;63,11
29/10/2016;11,66;não;18,91;não;26,16;não;0,0;não;2;4;31,14;não;83,0;não;3,59;;;;;;;;;2,39;65,42
28/10/2016;13,9;não;21,16;não;28,42;não;0,25;não;1;3;58,48;não;94,0;não;4,24;;;;;;;;;3,01;67,81
27/10/2016;19,25;não;25,14;não;31,03;não;3,56;não;0;2;54,67;não;98,9;não;4,58;;;;;;;;;4,29;70,57
26/10/2016;18,76;não;21,14;não;23,51;não;4,57;não;0;1;85,5;não;99,2;não;1,86;;;;;;;;;1,86;71,3
25/10/2016;19,3;não;26,07;não;32,83;não;34,8;não;0;0;44,37;não;99,0;não;5,13;;;;;;;;;5,13;68,59
24/10/2016;19,15;não;25,68;não;32,2;não;0,0;não;3;10;43,91;não;93,9;não;4,96;;;;;;;;;1,98;38,92
23/10/2016;18,3;não;23,96;não;29,61;não;0,0;não;2;9;53,24;não;88,3;não;4,08;;;;;;;;;1,7;40,9
22/10/2016;18,74;não;24,71;não;30,67;não;0,25;não;1;8;51,89;não;91,7;não;4,49;;;;;;;;;2,1;42,6
21/10/2016;18,6;não;26,93;não;35,25;não;5,84;não;0;7;39,43;não;97,3;não;5,75;;;;;;;;;5,75;44,45
20/10/2016;22,15;não;29,16;não;36,16;não;0,0;não;5;6;35,04;não;83,4;não;5,69;;;;;;;;;2,59;44,36
19/10/2016;21,32;não;27,05;não;32,77;não;0,0;não;4;5;43,96;não;84,0;não;4,91;;;;;;;;;2,37;46,95
18/10/2016;21,06;não;28,16;não;35,25;não;0,0;não;3;4;32,23;não;92,2;não;5,58;;;;;;;;;2,83;49,32
17/10/2016;21,0;não;27,0;não;33,0;não;0,0;não;2;3;40,83;não;87,9;não;5,01;;;;;;;;;2,68;52,15
16/10/2016;18,53;não;24,69;não;30,84;não;0,0;não;1;2;46,91;não;96,2;não;4,59;;;;;;;;;2,57;54,83
15/10/2016;18,9;não;23,59;não;28,28;não;8,64;não;0;1;59,16;não;99,8;não;3,39;;;;;;;;;3,39;57,4
14/10/2016;18,48;não;24,57;não;30,65;não;25,4;não;0;0;45,4;não;100,0;não;4,46;;;;;;;;;4,46;52,15
13/10/2016;18,81;não;25,35;não;31,88;não;2,03;não;0;9;39,42;não;93,7;não;4,9;;;;;;;;;2,94;31,21
12/10/2016;15,68;não;23,5;não;31,32;não;0,0;não;8;8;42,43;não;97,2;não;5,04;;;;;;;;;1,66;32,12
11/10/2016;15,41;não;22,63;não;29,84;não;0,0;não;7;7;42,4;não;91,6;não;4,61;;;;;;;;;1,59;33,78
10/10/2016;16,34;não;23,45;não;30,55;não;0,0;não;6;6;30,98;não;84,6;não;4,74;;;;;;;;;1,72;35,37
09/10/2016;15,6;não;21,67;não;27,74;não;0,0;não;5;5;32,22;não;80,0;não;3,57;;;;;;;;;1,35;37,09
08/10/2016;12,78;não;18,94;não;25,1;não;0,0;não;4;4;39,03;não;91,5;não;2,92;;;;;;;;;1,14;38,44
07/10/2016;11,76;não;19,36;não;26,96;não;0,0;não;3;3;37,1;não;97,7;não;3,76;;;;;;;;;1,51;39,58
06/10/2016;14,93;não;21,0;não;27,06;não;0,0;não;2;2;38,6;não;90,8;não;3,37;;;;;;;;;1,41;41,09
05/10/2016;13,97;não;19,15;não;24,33;não;0,0;não;1;1;57,19;não;99,1;não;2,5;;;;;;;;;1,08;42,5
04/10/2016;16,16;não;18,74;não;21,31;não;28,96;não;0;0;66,04;não;100,0;não;1,45;;;;;;;;;1,45;43,58
03/10/2016;14,97;não;22,55;não;30,12;não;0,0;não;14;27;36,72;não;92,1;não;4,75;;;;;;;;;0,79;16,07
02/10/2016;15,93;não;22,34;não;28,75;não;0,0;não;13;26;43,36;não;83,8;não;3,89;;;;;;;;;0,66;16,86
01/10/2016;15,12;não;22,5;não;29,88;não;0,0;não;12;25;31,7;não;82,7;não;4,65;;;;;;;;;0,84;17,52
30/09/2016;13,45;não;22,55;não;31,64;não;0,0;não;11;24;17,05;não;77,1;não;5,33;;;;;;;;;1,0;18,36
29/09/2016;15,16;não;22,64;não;30,11;não;0,0;não;10;23;35,0;não;83,8;não;4,72;;;;;;;;;0,94;19,36
28/09/2016;12,7;não;20,67;não;28,64;não;0,0;não;9;22;21,85;não;89,8;não;4,28;;;;;;;;;0,89;20,3
27/09/2016;11,23;não;19,29;não;27,35;não;0,0;não;8;21;34,2;não;93,4;não;3,92;;;;;;;;;0,84;21,19
26/09/2016;12,98;não;18,37;não;23,75;não;0,0;não;7;20;55,04;não;87,8;não;2,38;;;;;;;;;0,53;22,03
25/09/2016;15,0;não;21,98;não;28,96;não;0,0;não;6;19;42,71;não;86,5;não;4,05;;;;;;;;;0,94;22,56
24/09/2016;15,36;não;23,16;não;30,96;não;0,0;não;5;18;33,53;não;82,1;não;4,97;;;;;;;;;1,19;23,5
23/09/2016;13,17;não;21,01;não;28,85;não;0,0;não;4;17;25,39;não;90,8;não;4,26;;;;;;;;;1,08;24,69
22/09/2016;12,2;não;18,16;não;24,11;não;0,0;não;3;16;39,83;não;87,3;não;2,55;;;;;;;;;0,66;25,77
21/09/2016;9,26;não;16,93;não;24,6;não;0,0;não;2;15;53,0;não;92,6;não;3,05;;;;;;;;;0,82;26,43
20/09/2016;17,15;não;23,93;não;30,71;não;0,0;não;1;14;38,34;não;92,0;não;4,7;;;;;;;;;1,31;27,25
19/09/2016;15,5;não;24,67;não;33,83;não;2,29;não;0;13;33,0;não;96,8;não;5,67;;;;;;;;;3,28;28,56
18/09/2016;16,79;não;24,24;não;31,68;não;0,0;não;11;12;41,75;não;89,0;não;5,04;;;;;;;;;1,52;29,55
17/09/2016;15,04;não;21,95;não;28,86;não;0,25;não;10;11;39,29;não;92,2;não;3,94;;;;;;;;;1,42;31,07
16/09/2016;13,47;não;20,87;não;28,27;não;0,0;não;9;10;20,85;não;87,3;não;3,9;;;;;;;;;1,28;32,24
15/09/2016;14,28;não;21,3;não;28,32;não;0,0;não;8;9;40,94;não;77,4;não;3,8;;;;;;;;;1,3;33,52
14/09/2016;19,06;não;26,15;não;33,24;não;0,0;não;7;8;22,18;não;59,31;não;5,26;;;;;;;;;1,88;34,82
13/09/2016;18,14;não;25,31;não;32,48;não;0,0;não;6;7;28,03;não;85,8;não;5,14;;;;;;;;;1,94;36,7
12/09/2016;16,85;não;23,93;não;31,01;não;0,0;não;5;6;31,64;não;91,2;não;4,83;;;;;;;;;1,91;38,64
11/09/2016;16,6;não;23,47;não;30,33;não;0,0;não;4;5;34,81;não;94,5;não;4,64;;;;;;;;;1,93;40,55
10/09/2016;14,68;não;22,97;não;31,25;não;0,0;não;3;4;34,46;não;98,8;não;5,12;;;;;;;;;2,23;42,48
09/09/2016;12,98;não;19,28;não;25,57;não;0,0;não;2;3;33,0;não;91,4;não;2,88;;;;;;;;;1,31;44,71
08/09/2016;11,38;não;16,21;não;21,03;não;0,0;não;1;2;70,9;não;98,1;não;1,69;;;;;;;;;0,78;46,02
07/09/2016;15,86;não;18,4;não;20,94;não;4,83;não;0;1;78,7;não;99,4;não;1,32;;;;;;;;;1,32;46,8
06/09/2016;16,24;não;22,76;não;29,27;não;12,45;não;0;0;36,96;não;99,0;não;3,85;;;;;;;;;3,85;43,29
05/09/2016;16,38;não;19,23;não;22,08;não;0,0;não;4;4;65,53;não;95,2;não;1,53;;;;;;;;;0,53;34,69
04/09/2016;16,67;não;22,72;não;28,77;não;0,0;não;3;3;45,93;não;94,6;não;3,58;;;;;;;;;1,29;35,22
03/09/2016;15,64;não;22,95;não;30,25;não;0,0;não;2;2;38,56;não;90,1;não;4,72;;;;;;;;;1,76;36,51
02/09/2016;13,67;não;20,63;não;27,59;não;0,0;não;1;1;33,25;não;100,0;não;3,49;;;;;;;;;1,36;38,27
01/09/2016;12,8;não;15,08;não;17,35;não;10,92;não;0;0;94,6;não;100,0;não;0,82;;;;;;;;;0,82;39,63
31/08/2016;15,7;não;22,75;não;29,8;não;2,54;não;0;9;38,44;não;94,4;não;4,56;;;;;;;;;3,14;29,53
30/08/2016;17,25;não;25,0;não;32,75;não;0,0;não;8;8;26,3;não;79,3;não;5,29;;;;;;;;;1,64;30,13
29/08/2016;15,56;não;23,6;não;31,64;não;0,0;não;7;7;24,51;não;77,0;não;5,14;;;;;;;;;1,67;31,77
28/08/2016;14,69;não;22,33;não;29,97;não;0,0;não;6;6;22,94;não;71,2;não;4,73;;;;;;;;;1,62;33,44
27/08/2016;13,33;não;21,56;não;29,78;não;0,0;não;5;5;28,88;não;85,6;não;4,81;;;;;;;;;1,73;35,06
26/08/2016;12,63;não;20,71;não;28,78;não;0,0;não;4;4;30,98;não;91,7;não;4,56;;;;;;;;;1,72;36,79
25/08/2016;12,32;não;20,09;não;27,85;não;0,0;não;3;3;38,27;não;92,4;não;3,71;;;;;;;;;1,45;38,51
24/08/2016;10,18;não;17,69;não;25,2;não;0,0;não;2;2;37,28;não;92,3;não;2,98;;;;;;;;;1,21;39,96
23/08/2016;9,46;não;14,55;não;19,64;não;0,25;não;1;1;46,23;não;92,1;não;1,45;;;;;;;;;0,75;41,17
22/08/2016;8,74;não;15,08;não;21,41;não;13,21;não;0;0;66,1;não;100,0;não;1,95;;;;;;;;;1,95;41,67
21/08/2016;15,99;não;18,24;não;20,49;não;20,57;não;0;0;83,4;não;100,0;não;1,17;;;;;;;;;1,17;30,41
20/08/2016;16,06;não;24,75;não;33,44;não;0,0;não;34;74;25,61;não;95,2;não;5,55;;;;;;;;;0,62;11,01
19/08/2016;16,07;não;24,04;não;32,0;não;0,0;não;33;73;33,17;não;90,9;não;5,19;;;;;;;;;0,62;11,63
18/08/2016;14,15;não;22,35;não;30,54;não;0,0;não;32;72;34,51;não;92,3;não;4,96;;;;;;;;;0,63;12,25
17/08/2016;13,53;não;19,24;não;24,95;não;0,25;não;31;71;54,22;não;94,4;não;2,49;;;;;;;;;0,54;12,88
16/08/2016;14,97;não;23,58;não;32,18;não;0,76;não;30;70;27,89;não;94,1;não;5,34;;;;;;;;;1,37;13,17
15/08/2016;12,05;não;21,77;não;31,48;não;0,0;não;29;69;15,33;não;70,1;não;5,4;;;;;;;;;0,77;13,78
14/08/2016;8,91;não;18,52;não;28,13;não;0,0;não;28;68;17,19;não;92,3;não;4,76;;;;;;;;;0,71;14,55
13/08/2016;8,6;não;16,47;não;24,34;não;0,0;não;27;67;25,25;não;94,1;não;2,8;;;;;;;;;0,43;15,26
12/08/2016;7,76;não;14,01;não;20,26;não;0,0;não;26;66;48,01;não;87,1;não;1,7;;;;;;;;;0,27;15,69
11/08/2016;7,36;não;14,0;não;20,63;não;0,0;não;25;65;55,87;não;90,8;não;1,82;;;;;;;;;0,29;15,96
10/08/2016;15,76;não;20,97;não;26,18;não;0,0;não;24;64;51,57;não;90,2;não;2,6;;;;;;;;;0,43;16,25
09/08/2016;15,06;não;21,88;não;28,7;não;0,0;não;23;63;38,05;não;91,5;não;3,56;;;;;;;;;0,61;16,68
08/08/2016;15,0;não;22,9;não;30,79;não;0,0;não;22;62;29,61;não;86,3;não;4,95;;;;;;;;;0,87;17,29
07/08/2016;14,45;não;22,11;não;29,77;não;0,0;não;21;61;29,73;não;76,8;não;4,69;;;;;;;;;0,88;18,16
06/08/2016;14,65;não;21,78;não;28,91;não;0,0;não;20;60;33,02;não;83,7;não;3,68;;;;;;;;;0,71;19,04
05/08/2016;13,97;não;21,17;não;28,36;não;0,0;não;19;59;34,76;não;91,0;não;3,55;;;;;;;;;0,71;19,75
04/08/2016;14,42;não;20,99;não;27,55;não;0,0;não;18;58;34,77;não;92,3;não;3,18;;;;;;;;;0,67;20,46
03/08/2016;13,86;não;20,45;não;27,03;não;0,0;não;17;57;40,38;não;90,2;não;3,06;;;;;;;;;0,65;21,13
02/08/2016;13,47;não;20,14;não;26,81;não;0,0;não;16;56;38,89;não;86,5;não;3,02;;;;;;;;;0,67;21,78
01/08/2016;13,53;não;20,61;não;27,68;não;0,0;não;15;55;32,77;não;87,9;não;3,32;;;;;;;;;0,76;22,45
31/07/2016;12,9;não;20,37;não;27,83;não;0,0;não;14;54;35,05;não;91,7;não;3,45;;;;;;;;;0,81;23,21
30/07/2016;13,46;não;19,94;não;26,42;não;0,0;não;13;53;40,48;não;92,4;não;2,88;;;;;;;;;0,7;24,02
29/07/2016;11,49;não;18,73;não;25,96;não;0,0;não;12;52;39,26;não;91,8;não;2,94;;;;;;;;;0,74;24,72
28/07/2016;11,37;não;20,24;não;29,1;não;0,0;não;11;51;34,47;não;79,3;não;4,8;;;;;;;;;1,25;25,46
27/07/2016;15,87;não;22,29;não;28,71;não;0,0;não;10;50;32,03;não;70,7;não;3,38;;;;;;;;;0,92;26,71
26/07/2016;13,63;não;21,24;não;28,84;não;0,0;não;9;49;34,31;não;88,2;não;3,71;;;;;;;;;1,05;27,63
25/07/2016;13,64;não;21,26;não;28,88;não;0,0;não;8;48;34,67;não;94,2;não;3,72;;;;;;;;;1,08;28,68
24/07/2016;10,94;não;19,13;não;27,32;não;0,0;não;7;47;38,78;não;94,3;não;3,46;;;;;;;;;1,05;29,76
23/07/2016;10,79;não;17,09;não;23,39;não;0,0;não;6;46;42,9;não;94,5;não;2,19;;;;;;;;;0,68;30,81
22/07/2016;11,39;não;16,91;não;22,43;não;0,0;não;5;45;47,76;não;93,1;não;1,87;;;;;;;;;0,6;31,49
21/07/2016;8,23;não;15,24;não;22,24;não;0,0;não;4;44;32,29;não;96,5;não;2,1;;;;;;;;;0,68;32,09
20/07/2016;7,7;não;13,5;não;19,3;não;0,0;não;3;43;49,63;não;97,6;não;1,42;;;;;;;;;0,47;32,77
19/07/2016;6,07;não;13,71;não;21,35;não;0,0;não;2;42;32,38;não;93,1;não;2,05;;;;;;;;;0,69;33,24
18/07/2016;5,02;não;11,94;não;18,85;não;0,25;não;1;41;28,7;não;99,0;não;1,51;;;;;;;;;0,68;33,93
17/07/2016;10,29;não;17,47;não;24,65;não;1,78;não;0;40;48,01;não;98,2;não;2,59;;;;;;;;;2,06;34,36
16/07/2016;16,25;não;23,29;não;30,33;não;0,0;não;38;39;29,33;não;68,13;não;4,68;;;;;;;;;1,65;34,64
15/07/2016;15,38;não;22,49;não;29,59;não;0,0;não;37;38;28,3;não;79,0;não;3,72;;;;;;;;;1,38;36,29
14/07/2016;14,27;não;21,72;não;29,16;não;0,0;não;36;37;36,46;não;91,0;não;3,69;;;;;;;;;1,42;37,67
13/07/2016;14,13;não;22,06;não;29,99;não;0,0;não;35;36;31,85;não;90,8;não;4,79;;;;;;;;;1,91;39,09
12/07/2016;15,32;não;22,68;não;30,03;não;0,0;não;34;35;32,21;não;80,9;não;4,68;;;;;;;;;1,97;41,0
11/07/2016;13,06;não;21,26;não;29,46;não;0,0;não;33;34;34,05;não;81,3;não;4,74;;;;;;;;;2,08;42,97
10/07/2016;8,5;não;17,69;não;26,88;não;0,0;não;32;33;33,51;não;88,5;não;3,54;;;;;;;;;1,63;45,05
09/07/2016;8,03;não;16,01;não;23,99;não;0,0;não;31;32;21,4;não;85,8;não;2,6;;;;;;;;;1,23;46,68
08/07/2016;7,96;não;15,15;não;22,33;não;0,0;não;30;31;26,92;não;90,6;não;2,12;;;;;;;;;1,02;47,91
07/07/2016;11,17;não;19,4;não;27,62;não;0,0;não;29;30;43,13;não;89,4;não;3,47;;;;;;;;;1,73;48,93
06/07/2016;13,39;não;20,55;não;27,7;não;0,0;não;28;29;36,78;não;88,8;não;3,23;;;;;;;;;1,66;50,66
05/07/2016;12,24;não;19,98;não;27,72;não;0,0;não;27;28;33,31;não;97,0;não;3,37;;;;;;;;;1,8;52,32
04/07/2016;13,23;não;20,44;não;27,64;não;0,0;não;26;27;40,51;não;93,3;não;3,22;;;;;;;;;1,77;54,12
03/07/2016;14,47;não;20,81;não;27,14;não;0,0;não;25;26;35,93;não;91,8;não;2,91;;;;;;;;;1,65;55,89
02/07/2016;13,76;não;20,41;não;27,06;não;0,0;não;24;25;41,38;não;92,5;não;2,96;;;;;;;;;1,73;57,54
01/07/2016;13,67;não;19,72;não;25,76;não;0,0;não;23;24;41,25;não;91,8;não;2,55;;;;;;;;;1,53;59,27
